,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
3653,0,61.602739726027394,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3654,2,40.958904109589035,2.5698630136986296,1,0,0,0,4,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3655,0,29.97260273972603,1.4027397260273973,1,1,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3656,0,51.994520547945214,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3657,1,32.74794520547945,13.991780821917805,1,1,0,0,3,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3658,0,46.23013698630137,19.164383561643838,1,0,1,0,2,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3659,0,47.6,9.575342465753424,1,1,1,0,2,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3660,0,28.687671232876717,4.487671232876712,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3661,0,35.676712328767124,4.301369863013698,1,1,0,0,2,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3662,0,44.030136986301365,6.134246575342464,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3663,1,43.6,8.471232876712326,1,0,1,0,3,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3664,0,66.59178082191781,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3666,2,33.657534246575345,0.9643835616438357,1,0,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3667,1,43.25753424657535,22.47945205479452,1,0,1,1,2,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
3668,0,51.87945205479452,25.315068493150694,1,0,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3669,1,29.684931506849317,3.72054794520548,1,0,0,0,3,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3670,0,53.638356164383566,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3671,1,36.56164383561644,1.7945205479452055,1,0,0,0,3,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3672,2,41.32328767123288,8.052054794520547,1,0,1,0,4,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3673,0,45.28493150684932,10.471232876712328,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3674,0,52.74246575342465,28.232876712328768,1,0,0,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3675,0,32.624657534246566,1.6328767123287669,1,1,1,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3677,0,47.75890410958904,21.06027397260274,1,0,0,1,2,False,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3678,1,37.21917808219178,2.0465753424657533,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3679,1,41.09315068493151,0.8794520547945206,1,1,1,0,3,True,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3680,1,41.09315068493151,0.8794520547945206,1,1,1,0,3,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3681,1,41.44383561643836,15.824657534246574,1,0,0,0,3,False,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3682,1,38.01917808219178,2.652054794520548,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3683,0,47.93150684931507,6.654794520547945,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3684,0,49.317808219178076,8.657534246575342,1,1,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3685,0,43.115068493150694,18.224657534246575,1,0,1,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3688,0,28.265753424657536,5.967123287671233,1,0,0,0,2,False,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3689,0,34.50958904109589,6.572602739726027,1,0,0,0,2,False,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3690,0,31.035616438356165,10.304109589041095,1,0,0,0,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3691,0,58.53698630136986,-1000.6657534246576,1,0,0,0,2,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3692,0,54.950684931506856,14.578082191780824,1,1,1,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3693,1,29.28493150684932,7.7232876712328755,1,0,0,0,3,False,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3694,0,49.205479452054796,4.9013698630136995,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3696,0,49.93150684931507,18.328767123287676,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3697,1,30.42465753424657,8.219178082191782,1,0,0,0,3,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3698,0,50.51780821917808,30.61917808219178,1,0,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3699,0,27.164383561643834,0.6849315068493149,1,0,0,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3700,0,56.52054794520548,0.6,1,0,0,0,2,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3701,0,46.41643835616439,4.602739726027396,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3703,0,27.35068493150685,5.268493150684932,1,0,0,0,2,False,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3709,0,64.66301369863014,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3714,1,51.49863013698629,-1000.6657534246576,1,0,1,0,3,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3719,0,41.536986301369865,19.698630136986306,1,0,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3720,0,67.18082191780822,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3721,2,36.09041095890411,13.608219178082194,1,0,0,0,4,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3722,0,57.23013698630137,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3723,2,41.890410958904106,3.8493150684931514,1,0,0,0,4,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3724,0,54.2931506849315,8.523287671232877,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3725,0,51.35342465753425,8.605479452054794,1,0,1,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3728,1,41.50958904109589,3.1835616438356165,1,0,0,0,3,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3730,0,55.594520547945216,2.684931506849315,1,0,0,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3731,0,41.77534246575343,6.101369863013699,1,1,1,0,2,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3736,2,39.71232876712329,3.9342465753424656,1,0,0,0,4,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3738,0,57.490410958904114,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3739,0,40.586301369863016,6.6876712328767125,1,1,1,0,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3740,0,39.02191780821918,8.523287671232877,1,0,0,0,2,False,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3741,2,38.704109589041096,3.687671232876713,1,0,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3742,0,43.16164383561644,0.6,1,0,1,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3743,0,38.972602739726035,14.189041095890412,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3745,0,46.46301369863014,0.9315068493150684,1,0,0,0,1,False,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3746,0,64.47397260273972,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3748,1,45.854794520547955,6.602739726027397,1,0,0,0,3,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3749,0,38.69041095890411,3.2684931506849315,1,0,0,1,1,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3750,2,48.88767123287671,5.602739726027397,1,0,0,0,4,False,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3751,0,54.87397260273973,27.950684931506853,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3752,0,54.221917808219175,8.69041095890411,1,0,1,0,1,False,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3753,0,44.38082191780822,5.602739726027397,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3754,0,63.36712328767122,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3755,0,52.62191780821917,11.854794520547946,1,0,0,0,2,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3756,0,49.46027397260274,8.605479452054794,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3763,0,45.35616438356164,5.602739726027397,1,0,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3769,0,51.35342465753425,8.186301369863013,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3770,0,38.827397260273976,10.76986301369863,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3771,2,40.389041095890406,1.4328767123287671,1,0,0,1,4,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3772,0,62.441095890410956,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3773,0,59.638356164383566,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3774,1,48.2027397260274,3.602739726027397,1,0,1,0,3,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3780,0,44.084931506849315,20.194520547945206,1,1,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3784,0,44.10410958904109,12.189041095890412,1,0,0,0,2,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3785,0,50.72054794520548,22.364383561643837,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3788,2,36.654794520547945,5.101369863013699,1,0,0,0,4,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3789,0,54.33424657534246,1.5178082191780822,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3790,0,39.96438356164384,19.446575342465753,1,1,0,0,2,False,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3792,1,36.14246575342465,10.523287671232877,1,0,0,0,2,False,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3793,1,52.57808219178082,13.854794520547946,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3794,0,59.78356164383562,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3795,0,65.24657534246576,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3796,0,55.56986301369864,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3797,0,44.91780821917809,2.432876712328768,1,1,0,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3798,0,61.56438356164385,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3801,3,37.53972602739726,9.767123287671232,1,1,1,0,5,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3803,0,51.649315068493145,19.27945205479452,1,0,0,0,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3805,0,53.9972602739726,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3807,0,52.74794520547945,24.282191780821925,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3808,0,25.515068493150693,1.6849315068493151,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3813,0,51.786301369863004,0.6,1,0,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3815,0,28.923287671232877,6.602739726027397,1,0,0,0,1,False,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3817,0,63.69315068493151,23.863013698630137,1,1,1,0,2,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3820,0,27.621917808219177,5.520547945205481,1,0,0,0,2,False,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3821,0,32.62191780821918,8.186301369863013,1,1,1,1,2,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3823,0,57.47397260273973,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3831,1,32.06027397260274,2.7643835616438355,1,1,1,0,3,False,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3832,0,38.342465753424655,16.024657534246572,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3833,0,48.580821917808215,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3835,0,50.361643835616434,14.942465753424658,1,0,0,0,2,False,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3837,0,48.33150684931507,6.520547945205481,1,0,0,1,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3838,0,25.83561643835617,3.687671232876713,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3839,1,44.11780821917807,9.767123287671232,1,0,1,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3840,0,59.794520547945204,18.276712328767122,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3841,0,49.29041095890411,15.361643835616439,1,0,0,0,2,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3842,0,60.249315068493146,21.11232876712329,1,1,1,0,2,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3843,0,51.402739726027406,6.016438356164382,1,0,1,0,2,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3844,2,39.55890410958904,16.695890410958906,1,1,0,0,4,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3847,0,64.33698630136986,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3848,0,59.50684931506849,-1000.6657534246576,1,0,0,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3850,0,27.254794520547943,1.0986301369863014,1,1,0,0,1,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3851,0,29.824657534246573,3.602739726027397,1,1,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3854,0,67.42739726027398,21.194520547945206,1,0,1,0,1,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3855,1,37.11780821917807,2.6,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3856,2,33.38904109589041,3.687671232876713,1,0,0,0,4,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3857,0,57.42465753424658,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3858,0,61.52054794520548,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3859,0,56.04383561643836,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3860,0,50.76164383561644,11.106849315068493,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3861,0,67.83013698630137,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3863,1,29.610958904109587,4.764383561643836,1,0,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3865,0,53.145205479452045,5.934246575342466,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3866,0,59.48767123287672,10.356164383561644,1,0,0,0,2,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3867,2,40.336986301369855,3.3534246575342466,1,0,1,0,4,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3868,0,54.375342465753434,1.6849315068493151,1,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3869,0,61.74794520547945,-1000.6657534246576,1,0,0,0,2,False,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3870,0,55.786301369863004,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3873,0,50.0027397260274,8.271232876712329,1,0,1,0,2,False,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3875,0,48.81095890410959,3.5205479452054798,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3882,0,44.57808219178082,8.523287671232877,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3892,0,43.60821917808219,8.356164383561643,1,1,1,0,2,False,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3893,0,59.698630136986296,-1000.6657534246576,1,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3894,0,59.698630136986296,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3895,0,43.613698630136994,5.764383561643837,1,0,1,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3898,0,65.17534246575343,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3902,0,50.64109589041096,16.528767123287672,1,0,1,0,2,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3908,1,41.88219178082193,6.852054794520547,1,0,1,0,3,False,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3915,1,33.54246575342466,7.523287671232878,1,0,0,0,3,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3916,0,37.5013698630137,9.605479452054793,1,0,1,0,2,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3917,0,58.87671232876714,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3919,0,51.69041095890412,15.942465753424658,1,0,0,0,2,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3920,0,50.56986301369864,5.764383561643837,1,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3925,0,57.613698630136994,19.945205479452053,1,0,0,0,2,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3927,1,48.64109589041096,7.104109589041097,1,1,0,0,3,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3928,0,50.084931506849315,9.852054794520548,1,0,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3929,1,35.57534246575342,2.350684931506849,1,0,1,0,3,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3930,0,63.750684931506854,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3935,1,33.153424657534245,2.7643835616438355,1,1,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3936,1,42.15068493150685,3.1013698630136988,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3937,0,51.816438356164376,12.189041095890412,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3940,0,42.210958904109596,4.934246575342466,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3943,1,43.558904109589044,10.93972602739726,1,0,0,0,2,False,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3952,0,62.63287671232878,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3958,1,39.44931506849315,16.77260273972603,1,0,0,0,3,False,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3959,0,60.09315068493151,9.523287671232877,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3960,0,47.07945205479452,13.189041095890412,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3961,1,39.47397260273973,1.180821917808219,1,0,0,0,2,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3970,0,40.79726027397261,3.4356164383561643,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3977,0,57.33972602739726,-1000.6657534246576,1,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3979,0,34.131506849315066,5.6876712328767125,1,1,0,0,2,False,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3981,1,34.350684931506855,7.104109589041097,1,1,1,0,2,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3982,0,55.62739726027397,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3983,0,60.602739726027394,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3984,1,44.96712328767124,8.819178082191781,1,1,1,0,3,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3985,1,30.73972602739726,4.2027397260273975,1,0,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3986,0,34.73424657534247,6.487671232876713,1,0,0,0,2,False,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3987,0,56.05479452054794,-1000.6657534246576,1,0,0,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3988,0,46.7068493150685,6.235616438356163,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3989,1,41.53972602739726,5.572602739726029,1,0,0,0,3,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3990,0,54.43561643835615,0.6520547945205479,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3991,0,47.134246575342466,2.8164383561643835,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3992,0,31.536986301369858,4.454794520547946,1,0,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3993,0,27.45205479452055,6.8191780821917805,1,0,0,1,2,False,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3994,0,32.1013698630137,9.956164383561644,1,0,1,0,1,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3996,0,45.205479452054796,0.6191780821917808,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3998,0,53.81095890410959,8.742465753424657,1,1,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
